"STATION","NAME","DATE","TAVG"
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-11-25",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-11-26",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-11-27",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-11-28",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-11-29",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-11-30",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-01",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-02",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-03",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-04",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-05",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-06",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-07",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-08",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-09",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-10",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-11",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-12",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-13",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-14",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-15",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-16",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-17",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-18",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-19",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-20",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-21",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-22",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-23",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-24",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-25",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-26",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-27",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-28",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-29",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-30",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2018-12-31",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-01",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-02",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-03",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-04",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-05",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-06",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-07",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-08",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-09",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-10",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-11",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-12",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-13",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-14",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-15",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-16",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-17",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-18",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-19",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-20",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-21",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-22",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-23",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-24",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-25",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-26",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-27",
"US1CASC0052","SAN JOSE 1.9 SW, CA US","2019-01-28",
